"지점","지점명","일시","기온(°C)","풍속(m/s)","풍향(16방위)","습도(%)","전운량(10분위)","dangjin"
"129","서산","2018-03-18 15:00","10.9","1.7","20","55","","92"
"129","서산","2018-03-18 16:00","10.7","1.9","360","58","","99"
"129","서산","2018-03-18 17:00","9.6","1.9","360","73","","2"
"129","서산","2018-03-18 18:00","8.1","0.8","20","83","","0"
"129","서산","2018-03-18 19:00","7.4","1","20","91","","0"
"129","서산","2018-03-18 20:00","7","2.9","20","91","","0"
"129","서산","2018-03-18 21:00","6.6","2.1","20","93","","0"
"129","서산","2018-03-18 22:00","6.1","3.1","20","93","","0"
"129","서산","2018-03-18 23:00","6.2","3.6","20","94","","0"
"129","서산","2018-03-19 00:00","6.2","3.7","20","98","","0"
"129","서산","2018-03-19 01:00","6.2","4","20","98","","0"
"129","서산","2018-03-19 02:00","6.7","1.6","50","98","","0"
"129","서산","2018-03-19 03:00","7.1","2.5","20","98","","0"
"129","서산","2018-03-19 04:00","7.1","2.3","20","98","","0"
"129","서산","2018-03-19 05:00","6.8","2.5","20","98","","0"
"129","서산","2018-03-19 06:00","7.2","2.4","20","98","","0"
"129","서산","2018-03-19 07:00","7","3.2","20","98","","0"
"129","서산","2018-03-19 08:00","7.3","2.4","360","98","","2"
"129","서산","2018-03-19 09:00","7.6","3","20","98","","41"
"129","서산","2018-03-19 10:00","8.5","3.9","50","98","","59"
"129","서산","2018-03-19 11:00","9.5","3","50","97","","78"
"129","서산","2018-03-19 12:00","9.7","4.4","50","93","","107"
"129","서산","2018-03-19 13:00","9.8","4.4","50","90","","78"
"129","서산","2018-03-19 14:00","9.8","4.1","50","86","","78"
"129","서산","2018-03-19 15:00","9.8","5.1","50","85","","60"
"129","서산","2018-03-19 16:00","9.2","4.3","50","85","","30"
"129","서산","2018-03-19 17:00","8.9","4.3","50","84","","1"
"129","서산","2018-03-19 18:00","8.7","4.7","50","78","","0"
"129","서산","2018-03-19 19:00","7.9","4.7","70","77","","0"
"129","서산","2018-03-19 20:00","7.8","3.6","50","74","","0"
"129","서산","2018-03-19 21:00","7.6","4.6","70","76","","0"
"129","서산","2018-03-19 22:00","7.1","4.5","70","79","","0"
"129","서산","2018-03-19 23:00","6.6","4.1","70","82","","0"
"129","서산","2018-03-20 00:00","6.3","4.5","70","78","","0"
"129","서산","2018-03-20 01:00","6","4.4","50","76","","0"
"129","서산","2018-03-20 02:00","5.7","4.5","70","74","","0"
"129","서산","2018-03-20 03:00","5.6","4.7","70","68","","0"
"129","서산","2018-03-20 04:00","5.5","4.4","70","62","","0"
"129","서산","2018-03-20 05:00","5.5","3.7","50","64","","0"
"129","서산","2018-03-20 06:00","5.3","2.9","50","59","","0"
"129","서산","2018-03-20 07:00","4.7","3.1","50","56","","22"
"129","서산","2018-03-20 08:00","5.2","4.6","70","51","","180"
"129","서산","2018-03-20 09:00","6.2","5.5","50","49","","371"
"129","서산","2018-03-20 10:00","7.8","4.9","70","47","","512"
"129","서산","2018-03-20 11:00","8.8","5.4","70","43","","506"
"129","서산","2018-03-20 12:00","9.3","5.9","70","41","","419"
"129","서산","2018-03-20 13:00","10","5.4","50","40","","401"
"129","서산","2018-03-20 14:00","9.7","4.8","70","39","","237"
"129","서산","2018-03-20 15:00","9.5","4.7","70","38","","145"
"129","서산","2018-03-20 16:00","8.9","4.2","50","43","","80"
"129","서산","2018-03-20 17:00","7.5","4.4","50","45","","21"
"129","서산","2018-03-20 18:00","6.6","3.9","50","45","","0"
"129","서산","2018-03-20 19:00","5.7","3.8","50","45","","0"
"129","서산","2018-03-20 20:00","4.8","4.2","70","44","","0"
"129","서산","2018-03-20 21:00","4.2","3.3","50","46","","0"
"129","서산","2018-03-20 22:00","3.6","3.4","50","48","","0"
"129","서산","2018-03-20 23:00","3.1","3.1","50","49","","0"
"129","서산","2018-03-21 00:00","2.7","3.8","50","48","","0"
"129","서산","2018-03-21 01:00","2.5","2.9","50","49","","0"
"129","서산","2018-03-21 02:00","2.2","3.4","50","50","","0"
"129","서산","2018-03-21 03:00","2","3.4","50","50","","0"
"129","서산","2018-03-21 04:00","1.9","3","50","50","","0"
"129","서산","2018-03-21 05:00","1.9","3","50","50","","0"
"129","서산","2018-03-21 06:00","1.9","3.4","50","51","","0"
"129","서산","2018-03-21 07:00","1.7","3","70","56","","6"
"129","서산","2018-03-21 08:00","0.7","3.2","50","76","","82"
"129","서산","2018-03-21 09:00","0.4","3.6","20","86","","146"
"129","서산","2018-03-21 10:00","0.6","3","20","91","","118"
"129","서산","2018-03-21 11:00","0.7","3.6","20","93","","75"
"129","서산","2018-03-21 12:00","1.2","2.8","20","92","","96"
"129","서산","2018-03-21 13:00","1","3.5","20","94","","87"
"129","서산","2018-03-21 14:00","1.2","3.7","20","94","","39"
"129","서산","2018-03-21 15:00","1.7","3.3","20","94","","9"
"129","서산","2018-03-21 16:00","1.4","4","20","95","","0"
"129","서산","2018-03-21 17:00","0.9","3.3","20","96","","0"
"129","서산","2018-03-21 18:00","0.9","3.1","20","97","","0"
"129","서산","2018-03-21 19:00","0.5","2.3","20","98","","0"
"129","서산","2018-03-21 20:00","0.6","2.3","20","98","","0"
"129","서산","2018-03-21 21:00","0.6","2.5","20","98","","0"
"129","서산","2018-03-21 22:00","0.6","2.2","20","98","","0"
"129","서산","2018-03-21 23:00","0.7","2.5","20","98","","0"
"129","서산","2018-03-22 00:00","0.9","2.2","360","98","","0"
"129","서산","2018-03-22 01:00","1.1","1.4","360","98","","0"
"129","서산","2018-03-22 02:00","0.8","0.4","0","98","","0"
"129","서산","2018-03-22 03:00","0.4","0.5","50","98","","0"
"129","서산","2018-03-22 04:00","0.5","0.3","0","98","","0"
"129","서산","2018-03-22 05:00","0","0.7","50","98","","0"
"129","서산","2018-03-22 06:00","-0.8","0.1","0","98","","0"
"129","서산","2018-03-22 07:00","-0.4","0.2","0","98","","30"
"129","서산","2018-03-22 08:00","1.1","0.3","0","98","","179"
"129","서산","2018-03-22 09:00","3","1.2","270","93","","383"
"129","서산","2018-03-22 10:00","4.9","2.4","290","71","","558"
"129","서산","2018-03-22 11:00","6.6","1.6","290","55","","668"
"129","서산","2018-03-22 12:00","8.2","1.8","320","50","","728"
"129","서산","2018-03-22 13:00","8.5","3","230","61","","730"
"129","서산","2018-03-22 14:00","9.8","3.1","230","51","","685"
"129","서산","2018-03-22 15:00","10","3.8","270","52","","589"
"129","서산","2018-03-22 16:00","9.3","3.7","290","46","","417"
"129","서산","2018-03-22 17:00","8.2","3.1","270","51","","186"
"129","서산","2018-03-22 18:00","6.7","4","290","52","","12"
"129","서산","2018-03-22 19:00","4.9","2.5","270","64","","0"
"129","서산","2018-03-22 20:00","3.4","2","230","87","","0"
"129","서산","2018-03-22 21:00","3","1.5","200","88","","0"
"129","서산","2018-03-22 22:00","1.5","0.5","160","91","","0"
"129","서산","2018-03-22 23:00","0.4","0.6","70","96","","0"
"129","서산","2018-03-23 00:00","0.1","0.2","0","98","","0"
"129","서산","2018-03-23 01:00","-0.4","0.4","0","98","","0"
"129","서산","2018-03-23 02:00","-1.1","0.1","0","98","","0"
"129","서산","2018-03-23 03:00","-1.8","0.2","0","98","","0"
"129","서산","2018-03-23 04:00","-2.2","0.4","0","98","","0"
"129","서산","2018-03-23 05:00","-2.5","0.5","70","98","","0"
"129","서산","2018-03-23 06:00","-0.8","0.7","200","98","","0"
"129","서산","2018-03-23 07:00","-1.7","0.1","0","98","","34"
"129","서산","2018-03-23 08:00","-0.9","0.2","0","98","","183"
"129","서산","2018-03-23 09:00","0.5","0.7","340","98","","385"
"129","서산","2018-03-23 10:00","3.6","0.6","230","98","","531"
"129","서산","2018-03-23 11:00","6.1","2.1","250","91","","651"
"129","서산","2018-03-23 12:00","8.5","2.1","270","58","","716"
"129","서산","2018-03-23 13:00","9.7","1.4","230","43","","715"
"129","서산","2018-03-23 14:00","10.2","2.3","230","47","","688"
"129","서산","2018-03-23 15:00","10.2","3","230","52","","569"
"129","서산","2018-03-23 16:00","10.6","3.1","250","51","","343"
"129","서산","2018-03-23 17:00","9.4","3.5","230","53","","92"
"129","서산","2018-03-23 18:00","7.9","3.3","230","60","","2"
"129","서산","2018-03-23 19:00","5.9","2.5","250","67","","0"
"129","서산","2018-03-23 20:00","4.9","1.8","230","83","","0"
"129","서산","2018-03-23 21:00","3.9","1.4","230","90","","0"
"129","서산","2018-03-23 22:00","2.6","0.7","180","94","","0"
"129","서산","2018-03-23 23:00","1.7","0.2","0","95","","0"
"129","서산","2018-03-24 00:00","1.2","0.4","0","97","","0"
"129","서산","2018-03-24 01:00","2","0.5","70","98","","0"
"129","서산","2018-03-24 02:00","1.7","0.4","0","98","","0"
"129","서산","2018-03-24 03:00","1.7","0.2","0","93","","0"
"129","서산","2018-03-24 04:00","2","0.4","0","98","","0"
"129","서산","2018-03-24 05:00","1.5","0.6","140","96","","0"
"129","서산","2018-03-24 06:00","0.7","0.1","0","97","","0"
"129","서산","2018-03-24 07:00","1","0.5","140","94","","28"
"129","서산","2018-03-24 08:00","3","0.9","200","90","","119"
"129","서산","2018-03-24 09:00","5.7","2.5","200","82","","267"
"129","서산","2018-03-24 10:00","7.2","3.7","200","73","","405"
"129","서산","2018-03-24 11:00","8.9","3.9","200","68","","524"
"129","서산","2018-03-24 12:00","10.3","3.2","200","66","","563"
"129","서산","2018-03-24 13:00","11.2","4.1","230","71","","578"
"129","서산","2018-03-24 14:00","11","4","200","68","","554"
"129","서산","2018-03-24 15:00","10","3.9","270","77","","174"
"129","서산","2018-03-24 16:00","7.3","3.8","250","90","","89"
"129","서산","2018-03-24 17:00","6.7","3.1","250","95","","60"
"129","서산","2018-03-24 18:00","6.5","3.2","230","95","","1"
"129","서산","2018-03-24 19:00","6.4","3.1","230","94","","0"
"129","서산","2018-03-24 20:00","6.1","2.1","230","95","","0"
"129","서산","2018-03-24 21:00","5.7","2.4","180","95","","0"
"129","서산","2018-03-24 22:00","5.1","2.2","200","97","","0"
"129","서산","2018-03-24 23:00","4.8","2","180","98","","0"
"129","서산","2018-03-25 00:00","4.6","1.9","180","98","","0"
"129","서산","2018-03-25 01:00","4.4","1.8","200","98","","0"
"129","서산","2018-03-25 02:00","4.5","0.9","230","98","","0"
"129","서산","2018-03-25 03:00","4.2","1.3","200","98","","0"
"129","서산","2018-03-25 04:00","3.9","2","200","98","","0"
"129","서산","2018-03-25 05:00","3.7","1.7","180","98","","0"
"129","서산","2018-03-25 06:00","3.1","0.7","270","98","","0"
"129","서산","2018-03-25 07:00","3.2","1","110","98","","1"
"129","서산","2018-03-25 08:00","3","1.5","90","98","","55"
"129","서산","2018-03-25 09:00","3.2","1","110","98","","131"
"129","서산","2018-03-25 10:00","3.9","1.5","180","98","","338"
"129","서산","2018-03-25 11:00","5.4","2.1","230","98","","615"
"129","서산","2018-03-25 12:00","7.6","3.4","250","91","","664"
"129","서산","2018-03-25 13:00","9.1","3.7","200","85","","677"
"129","서산","2018-03-25 14:00","11.6","2.8","250","76","","583"
"129","서산","2018-03-25 15:00","12.4","2.9","250","75","","369"
"129","서산","2018-03-25 16:00","11.8","3.4","250","77","","297"
"129","서산","2018-03-25 17:00","9.3","2.9","250","86","","95"
"129","서산","2018-03-25 18:00","7.1","3.3","200","95","","2"
"129","서산","2018-03-25 19:00","6.2","1.9","180","98","","0"
"129","서산","2018-03-25 20:00","5.7","2","200","98","","0"
"129","서산","2018-03-25 21:00","5.5","1.4","230","98","","0"
"129","서산","2018-03-25 22:00","5","1.6","230","98","","0"
"129","서산","2018-03-25 23:00","4.5","1.8","200","98","","0"
"129","서산","2018-03-26 00:00","4.1","2.3","180","98","","0"
"129","서산","2018-03-26 01:00","3.9","2","180","98","","0"
"129","서산","2018-03-26 02:00","3.4","2","200","98","","0"
"129","서산","2018-03-26 03:00","3.3","1.5","200","98","","0"
"129","서산","2018-03-26 04:00","3.1","1.4","180","98","","0"
"129","서산","2018-03-26 05:00","2.9","1.8","200","98","","0"
"129","서산","2018-03-26 06:00","3.5","1.1","180","98","","0"
"129","서산","2018-03-26 07:00","3.3","0.8","200","98","","7"
"129","서산","2018-03-26 08:00","3.6","1.6","180","98","","62"
"129","서산","2018-03-26 09:00","4.1","1.8","180","98","","118"
"129","서산","2018-03-26 10:00","5.8","1.4","230","98","","178"
"129","서산","2018-03-26 11:00","7.1","2.5","200","98","","505"
"129","서산","2018-03-26 12:00","10.4","2.4","230","98","","685"
"129","서산","2018-03-26 13:00","13.9","2.8","200","67","","689"
"129","서산","2018-03-26 14:00","15.5","2.6","250","59","","644"
"129","서산","2018-03-26 15:00","16.2","3.2","250","57","","558"
"129","서산","2018-03-26 16:00","15.8","3.5","230","57","","403"
"129","서산","2018-03-26 17:00","15.1","2.8","270","59","","185"
"129","서산","2018-03-26 18:00","12.9","2.5","250","68","","15"
"129","서산","2018-03-26 19:00","11.1","2","230","76","","0"
"129","서산","2018-03-26 20:00","9.4","1","180","85","","0"
"129","서산","2018-03-26 21:00","8.3","0.3","0","92","","0"
"129","서산","2018-03-26 22:00","7.6","1.3","180","93","","0"
"129","서산","2018-03-26 23:00","6.2","0.3","0","97","","0"
"129","서산","2018-03-27 00:00","5.9","0.9","230","97","","0"
"129","서산","2018-03-27 01:00","6","0.7","230","95","","0"
"129","서산","2018-03-27 02:00","4.7","0.1","0","96","","0"
"129","서산","2018-03-27 03:00","5.3","0.6","200","97","","0"
"129","서산","2018-03-27 04:00","4.6","0.3","0","98","","0"
"129","서산","2018-03-27 05:00","4.3","0.2","0","98","","0"
"129","서산","2018-03-27 06:00","4.4","0","0","98","","0"
"129","서산","2018-03-27 07:00","4.6","0.2","0","98","","35"
"129","서산","2018-03-27 08:00","7.4","0","0","97","","164"
"129","서산","2018-03-27 09:00","11.3","2.2","230","74","","324"
"129","서산","2018-03-27 10:00","14","3.9","200","59","","432"
"129","서산","2018-03-27 11:00","14.8","4.8","200","55","","538"
"129","서산","2018-03-27 12:00","16.1","4.7","200","54","","534"
"129","서산","2018-03-27 13:00","16.2","5.7","200","55","","331"
"129","서산","2018-03-27 14:00","16.7","5.2","180","53","","486"
"129","서산","2018-03-27 15:00","16.3","5.3","200","59","","406"
"129","서산","2018-03-27 16:00","14.8","5.2","200","66","","260"
"129","서산","2018-03-27 17:00","13.8","5.1","180","70","","106"
"129","서산","2018-03-27 18:00","12.4","4.8","200","76","","5"
"129","서산","2018-03-27 19:00","11.1","3.3","200","84","","0"
"129","서산","2018-03-27 20:00","10.5","3.1","200","89","","0"
"129","서산","2018-03-27 21:00","10","2.6","200","92","","0"
"129","서산","2018-03-27 22:00","9.6","1.8","230","94","","0"
"129","서산","2018-03-27 23:00","8.3","0.9","250","98","","0"
"129","서산","2018-03-28 00:00","9","1","230","96","","0"
"129","서산","2018-03-28 01:00","9.1","1.7","200","95","","0"
"129","서산","2018-03-28 02:00","8.5","1.2","230","97","","0"
"129","서산","2018-03-28 03:00","7.2","1","230","98","","0"
"129","서산","2018-03-28 04:00","8.2","2.1","200","98","","0"
"129","서산","2018-03-28 05:00","6.9","1.8","250","98","","0"
"129","서산","2018-03-28 06:00","6.4","1.6","230","98","","0"
"129","서산","2018-03-28 07:00","7.7","1.9","230","98","","41"
"129","서산","2018-03-28 08:00","10","2.1","230","91","","168"
"129","서산","2018-03-28 09:00","12.8","5.2","200","75","","325"
"129","서산","2018-03-28 10:00","14.2","6.2","200","66","","442"
"129","서산","2018-03-28 11:00","15.9","5.4","200","63","","554"
"129","서산","2018-03-28 12:00","16.5","5.6","200","60","","456"
"129","서산","2018-03-28 13:00","17.4","5.5","230","59","","486"
"129","서산","2018-03-28 14:00","17.2","5.7","180","59","","549"
"129","서산","2018-03-28 15:00","17","5.3","200","64","","455"
"129","서산","2018-03-28 16:00","16.4","5.3","200","65","","257"
"129","서산","2018-03-28 17:00","15.1","5.2","200","74","","114"
"129","서산","2018-03-28 18:00","13.9","4.1","180","82","","9"
"129","서산","2018-03-28 19:00","12.8","3.3","200","88","","0"
"129","서산","2018-03-28 20:00","12.3","3","180","90","","0"
"129","서산","2018-03-28 21:00","12.3","2","200","89","","0"
"129","서산","2018-03-28 22:00","10.3","0.8","320","97","","0"
"129","서산","2018-03-28 23:00","10.2","0.8","270","97","","0"
"129","서산","2018-03-29 00:00","10.6","0.6","180","98","","0"
"129","서산","2018-03-29 01:00","12.1","2","180","97","","0"
"129","서산","2018-03-29 02:00","12.3","2.8","230","97","","0"
"129","서산","2018-03-29 03:00","12","3.7","200","98","","0"
"129","서산","2018-03-29 04:00","11.8","0.7","200","97","","0"
"129","서산","2018-03-29 05:00","11.3","0.7","200","98","","0"
"129","서산","2018-03-29 06:00","11.2","0.8","290","98","","0"
"129","서산","2018-03-29 07:00","11.4","0.8","70","98","","5"
"129","서산","2018-03-29 08:00","12.7","0.9","290","95","","25"
"129","서산","2018-03-29 09:00","14.7","1.3","200","82","","35"
"129","서산","2018-03-29 10:00","14.7","1","270","81","","81"
"129","서산","2018-03-29 11:00","14.9","1","360","80","","129"
"129","서산","2018-03-29 12:00","15.9","1.3","360","76","","308"
"129","서산","2018-03-29 13:00","16.3","1.6","340","72","","270"
"129","서산","2018-03-29 14:00","17.8","1.8","320","66","","363"
"129","서산","2018-03-29 15:00","18.5","1.6","340","63","","410"
"129","서산","2018-03-29 16:00","18.3","2.2","360","65","","284"
"129","서산","2018-03-29 17:00","18","1.9","360","66","","122"
"129","서산","2018-03-29 18:00","16","2.2","320","75","","7"
"129","서산","2018-03-29 19:00","14.1","1","360","82","","0"
"129","서산","2018-03-29 20:00","12.6","0.6","50","88","","0"
"129","서산","2018-03-29 21:00","11.7","1.4","360","94","","0"
"129","서산","2018-03-29 22:00","10.3","1.2","50","96","","0"
"129","서산","2018-03-29 23:00","10.1","1.9","50","92","","0"
"129","서산","2018-03-30 00:00","9","0.8","50","98","","0"
"129","서산","2018-03-30 01:00","7.2","0.3","0","98","","0"
"129","서산","2018-03-30 02:00","5.9","0.4","0","98","","0"
"129","서산","2018-03-30 03:00","6.1","1.1","90","98","","0"
